line_number,original_line
3728916,"kentuckyfoodministry.org,1721056598,NETORGFT14702342.onmicrosoft.com\009"
3730745,"kerncarpets.com,1721026380,google-site-verification=Q_VlXRrhKQg3hGcSJ8RfUFYYIZ-1NtbO6Y2_r7vAcx4\010v=spf1 +a +mx +ip4:192.185.2.130 ~all"
3731524,"keser.fr,1721132219,""<!-- Google tag (gtag.js) -->\010<script async src=\""""https://www.googletagmanager.com/gtag/js?id=G-FTRQQCVKRM\""""></script>\010<script>\010  window.dataLayer = window.dataLayer || [];\010  function gtag(){dataLayer.push(arguments);}\010  gtag('js', new Date());\010\010  gtag('con"""
3735740,"keytech.cn,1721014023,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3739488,"khatoon-shoop.ir,1721234403,217\132\217\136\216\167\216\178\217\133 \216\162\216\177\216\167\219\140\216\180\219\140 \216\174\216\167\216\170\217\136\217\134 \216\180\216\167\217\190"
3741753,"kiacapsante.com,1721016519,v=spf1 mx ip4:216.113.47.96/27 ip4:135.19.0.24/30 ip4:70.80.0.72/30 ip4:24.53.0.20/30 ip4:23.233.128.28/30 ip4:24.201.245.36 include:sendgrid.net include:servers.mcsv.net include:spf.protection.outlook.com\194\160include:spf.d2cmedia.ca\194\160~all"
3743189,"kiddi5.kitakiddi.ch,1721494762,google-site-verification=LSp8sKHk_C_jJPdnSJoeXfz\226\128\148FYsJyTxqjgoSMIjYCA"
3744430,"kidstheater.gr,1721228097,brevo-code:19bcf5118b09496f0766b443bccfe966\009"
3752500,"kingyulechengshizhendema.xindongneng.com,1721596415,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3752504,"kingyulechengzuobiqi.xindongneng.com,1721308675,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3754373,"kirahospital.net,1721041835,""k|Burundi, sant\195\131\194\169, Bujumbura, health"""
3754374,"kirahospital.net,1721041835,t|..:Kira Hospital - Projet d'une infrastructure hospitali\195\131\194\168re \195\131\194\160 BUJUMBURA:"
3755282,"kiromedic.com,1721154984,v=spf1 ip4:174.136.25.57 include:relay.mailchannels.net\194\160+a\194\160+mx\194\160~all"
3755962,"kish.ac.ir,1721124714,b7cf74beee056df7e166e6d55c79824c1c1712a6e0828cc52463cd061aa7f835\010"
3758744,"kite13.fr,1721037811,k|kite kite13 kitesurf le ja\195\175 marignane"
3760164,"kiwiway.com,1721132666,009\010v=spf1 -all"
3762116,"kk.dk,1721013146,9ATS5E79C1IQHMEDTZOMHREABDWQP8YW948RVODF\010\010"
3766660,"klinikdrindrajana.com,1721058830,v=spf1 ip4:103.185.53.88 ip4:103.145.226.155 ip4:46.17.173.101 include:relay.mailchannels.net\010 +mx +a ~all"
3767796,"klt.bg,1721123321,MS=ms15782592\009"
3770923,"knapek.us,1721461289,v=spf1 a mx include:authsmtp.com ~all\009"
3772998,"knowland.hu,1721016564,v=spf1 include:_spf.mlsend.com +a +mx +ip4:144.76.61.68\010+ip4:79.139.58.135 +ip4:92.43.200.0/21 ~all"
3776899,"kohinoorgrains.com,1721401418,v=spf1 a mx ip4:103.191.208.91\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
3784049,"konrad-medien.de,1721056614,v=spf1 include:agenturserver.de ~all\010\010google-site-verification=2hIUdko10BgOv8SlznfQ0VVaxRM_CunSAtaj5uT-nVI"
3788159,"kosmosplatform.co,1721059069,v=spf1 include:_spf.google.com ~all\\009"
3791674,"kpopesbeauty.hu,1721048171,v=spf1 include:mxsspf.sendpulse.com a mx include:_spf.google.com include:_spf.mx.cloudflare.net include:spf.protection.outlook.com \226\128\147all ~all"
3798660,"krpgroup.in,1721088810,v=spf1 +a +mx +ip4:148.113.12.158 +ip4:148.113.12.54 +include:zoho.com\194\160~all"
3817458,"kylefortier.pro,1721025418,MS=ms23204499\009"
3824043,"la-bdese.com,1721163407,""d|Base de Donn\195\169es Economiques, Sociales et Environnementales"""
3824367,"la-fruitiere.fr,1721063910,d|LA FRUITIERE - Restaurant - Grill - Pizzeria - Les Rousses station \195\169t\195\169 hiver"
3827890,"labovente.com,1721086314,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
3836029,"lakene-paris.fr,1721002394,""d|Cr\195\131\194\169ations textiles, Broderie, Accessoires"""
3836030,"lakene-paris.fr,1721002394,""k|Cr\195\131\194\169ations textiles, Broderie, Accessoires"""
3836031,"lakene-paris.fr,1721002394,t|L'Ak\195\131\194\168ne-Paris"
3836551,"lakewoodranchdumpsterrental.com,1721066433,v=spf1 +a +mx include:\239\187\191lakewoodranchdumpsterrental.com.spf.auto.dnssmarthost.net ~all"
3837803,"lamaisondeseleveurs.com,1721079354,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
3839796,"lampropoulostools.eu,1721043201,_acme-challenge.lampropoulostools.eu \206\149\206\179\206\179\207\129\206\177\207\134\206\174: JYEMuMFQ8wykEnz86sRTYjh5j2xELwKWxdIhx-SZ6SM"
3841853,"landkreis-kelheim.de,1721085202,MS=517CE301939E73F68800B746F7199E0B1C7379A0\0093"
3844233,"languageexpert.co.uk,1721356989,NETORGFT16964478.onmicrosoft.com\009"
3844385,"languifangzhenqianyulecheng.xindongneng.com,1721496707,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3845123,"lansidai.com,1721120597,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3847798,"lapuissancedelagriculture.com,1721079508,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
3853053,"lasvegassolarenergysolutions.com,1721142848,v=spf1 +a +mx include:\239\187\191lasvegassolarenergysolutions.com.spf.auto.dnssmarthost.net ~all"
3856610,"laurabeejewelry.com,1721085023,MS=ms31088941\009"
3863162,"lazr.in,1721465059,v=spf1 a mx ip4:103.191.208.228\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
3863163,"lazrmachine.com,1721567976,v=spf1 a mx ip4:103.191.208.228\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
3871510,"le-jardin-aquatique.com,1721064849,k|th\195\131\194\169rapie eau m\195\131\194\168re enfant"
3874008,"leadprospectiv.com,1721088017,v=spf1 include:google.com\194\160 include:_spf.google.com ~all"
3875983,"leapdestiny.com,1721112285,""v=spf1"""" """"include:zoho.in"""" """"X[\027"""
3880493,"lecomptoiretudiant.fr,1721034410,d|Coworking \195\169tudiant"
3881916,"leduhuizhenqianyulecheng.xindongneng.com,1721456606,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3883575,"leforgite.be,1721059662,d|G\195\174te"
3883576,"leforgite.be,1721059662,""k|G\195\174te, Matagne-la-petite, Wallonie, Ballades, V\195\169los,"""
3885176,"legalhubpa.com,1721041195,MS=ms81823915\009"
3885698,"legantetlaplume.fr,1721136243,v=spf1 ip4:109.234.161.236 a mx include:spf.jabatus.fr\010include:servers.etarget-emailing.com ~all"
3887919,"leijibaijialexinde.xindongneng.com,1721457780,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3888252,"leisure-bookings.com,1721091808,/SJEjmvO/6XkGG4nb2LP6sSeQJrqtz0zoS8oEj3ahS0=\010content_copy"
3892999,"leonarditaiberia.com,1721136342,verificaciA\195\130\194\179n-dominio-facebook = xsjuj0yzwkns1mwubhl40csqae0k2f"
3894395,"lepicurien.nc,1721150501,v=spf1 include:_spf.google.com ~all\0090"
3894688,"leprinceaffo.com,1721086333,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
3895869,"les-doublets.com,1721052310,d|sur la route de la soie \195\131\194\160 travers l'Inde et le N\195\131\194\169pal \195\131\194\160 bord d'un Toyota HJ61"
3896210,"les7pouvoirsduchocolat.fr,1721364872,""k|chocolat, livre, pouvoir, \195\169dition permission chocolat"""
3896500,"lesbainsdemanon.fr,1721011010,""d|L'univers du bain au naturel, produits cosm\195\131\194\169tiques de soins et accessoires de bain"""
3896649,"lesbistrologiales.fr,1721001964,""d|Les bistrologiales sont des d\195\174ners conviviaux et gourmands o\195\185 partager une exp\195\169rience in\195\169dite, un moment simple et chaleureux"""
3896650,"lesbistrologiales.fr,1721001964,""k|r\195\169servation, diner, r\195\169seau, chef \195\160 domicile"""
3896842,"lescheveuxdangel.com,1721136383,t|Les cheveux d'Angel - Coiffeuse \195\160 Poilly-sur-Tholon"
3899625,"letaupierdantan.be,1721132861,d|Un r\195\131\194\169seau de taupiers professionnels sur toute la Belgique et le nord de la France"
3899627,"letaupierdantan.be,1721132861,t|letaupierdantan.be - Un r\195\131\194\169seau professionnel sur toute la Belgique"
3900043,"letim.app,1721539811,dc-aa8e722993._spfm\009v=spf1 include:_spf.google.com ~all"
3900165,"letmeinlocksmith.co.uk,1721234397,v=spf1 a \226\128\139mx ip4:176\226\128\139.9.136.22 \226\128\139include:re\226\128\139lay.mailch\226\128\139annels.net\226\128\139 ~all"
3901101,"letsgreenmonday.greenmonday.org.hk,1721320943,v=spf1 include:_spf.google.com\194\160~all"
3901214,"letsmedya.com,1721136429,226\128\156v=spf1 include:_spf.google.com ~all\226\128\157"
3906698,"lfehealth.com,1721091285,226\128\156v=spf1 include:mailgun.org include:_spf.google.com ~all\226\128\157"
3915021,"libroaventura.cl,1721136799,google-site-verification=OuMv8gbnbbziM7Cr_2TRu5CsAxN\194\191GVjp-Ia4TxGUShcw"
3915936,"liconstructora.com,1721136813,Sendinblue-c\195\179digo: d73792224a9ae774859cb4e9e487064d"
3916702,"liebes-ritual.de,1721136828,V\195\169rification Yandex : fe45cd5bce168358"
3918248,"lifeforce.cn,1721021367,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3923145,"lihaoduobocaiwang.xindongneng.com,1721606111,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3924672,"lilium.com.cn,1721086904,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3927568,"lin17.plreseller.com,1721311359,v=spf1 +mx +a +ip4:5.9.97.50\009 ~all"
3928067,"lincolnshiregritters.co.uk,1721486303,MS=ms21201328\009"
3928068,"lincolnshiregritters.co.uk,1721486303,google-site-verification=pTfDpa54pAukCzTOza1qLU_ayJI3acf-iWAlAdT7rkA\009"
3928815,"lindsaymcauley.com,1721008724,google-site-verification=uYhHWbt5aS7zXOMNVqsTtDl3z7frR3774CwbDTUHU4s\0101hour"
3928816,"lindsaymcauley.com,1721008724,v=spf1 mx include:netblocks.dreamhost.com include:relay.mailchannels.net-all\010Auto"
3932786,"linkyou.cn,1721051663,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3933306,"lintastungkal.com,1721137190,""recreativ.com, 65093, DIRECT\010rcvlink.com, 65093, DIRECT\010google.com, pub-5267931740857698, DIRECT, f08c47fec0942fa0"""
3933332,"linteng.org.tw,1721041812,v=spf1\009include:_spf.google.com include:spf.neticrm.net ~all"
3940104,"littlefrog.cn,1721085107,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3942499,"live-escape-game-montpellier.com,1721139702,d|Mission Exit est un jeu d'\195\131\194\169nigmes de type escape game \195\131\194\160 Montpellier"
3947764,"liyang-bplus.com.tw,1721041808,v=spf1 ipv4:60.249.176.178/24\226\128\147all"
3953391,"lma5p.be,1721005839,d|L'agence qui d\195\169range vos habitudes"
3953392,"lma5p.be,1721005839,t|Le Mouton \195\160 5 Pattes"
3955078,"lmshed.org.au,1721148683,v=spf1 +mx +a ip4:\009\010203.209.197.64 +include:_spf.server-cpanel.com +include:relay.mailchannels.net ~all"
3957212,"loader.com.cn,1721056897,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3957968,"loanspurse.com,1721166981,v=spf1include:spf.brevo.commx\010~all"
3959458,"localminia.com,1721004964,v=spf1 a mx ip4:103.191.209.67\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
3960140,"location-studio-guadeloupe.com,1721075110,d|Domaine du lagon location de studio haut de gamme Saint-Fran\195\131\194\167ois Guadeloupe"
3960322,"locations-romain.fr,1721062056,k|studio guadeloupe saint fran\195\131\194\167ois belle vue la ciotat appartement vacances"
3963264,"lofservicios.com,1721104499,MS[\195\145"
3966264,"logistikochtransport.nu,1721032677,226\128\157v=spf1 -all\226\128\157"
3967014,"logpayts.de,1721013405,147SCANBr/CVAaor/1hj7YEhBifhyBdX8FG8wfs1GkvygY=\148"
3967393,"logunova.com,1721131916,MS=ms24993552\009"
3967573,"lohoefer.com,1721163084,v=spf1 include:_spf.google.com ~all\009"
3968802,"lojaversaty.com,1721112300,v=spf1 include:spf.titan.email ~all\009"
3971937,"lonestarphit.com,1721123445,v=spf1 include:spf.protection.outlook.com \226\128\147all"
3972333,"longchamp2024.fr,1721144412,d|Photos soir\195\169e 20/01/2024"
3972334,"longchamp2024.fr,1721144412,t|Soir\195\169e Longchamp 2024"
3972701,"longhu.xindongneng.com,1721487334,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
3972880,"longlawpdx.com,1721138341,v=spf1 +a +mx +ip4:68.66.224.29 \010 include:spf.a2hosting.com ~all"
3974361,"lookthrurecords.com,1721484447,v=spf1 a \226\128\139mx ip4:147\226\128\139.124.199.1\226\128\13938 include\226\128\139:_spf.site\226\128\139country.ne\226\128\139t ~all"
3976365,"lorenz-spenglerei.de,1721007333,""*.lorenz-spenglerei.de MX 20 lorenz.b-soft.net,ispgateway.de\013\010lorenz-spenglerei.de MX 20  lorenz.b-soft.net,ispgateway.de"""
3977217,"losange-passion-international.fr,1721001990,d|Losange Passion International 2024 est l\226\128\153\195\169v\195\168nement incontournable de tous les  passionn\195\169s d\226\128\153anciennes Renault et Alpine"
3979348,"lottosecrets.co.uk,1721536016,v=spf1 a mx include:spf.forwardemail.net \226\128\147all"
3980242,"louer-catamaran.com,1721120024,d|Nom de domaine louer catamaran \195\131\194\160 vendre"
3980243,"louer-catamaran.com,1721120024,k|Nom de domaine louer catamaran \195\131\194\160 vendre"
3980244,"louer-catamaran.com,1721120024,t|Nom de domaine louer catamaran \195\131\194\160 vendre"
3980248,"louer-un-catamaran.fr,1721036976,d|Nom de domaine louer un catamaran \195\131\194\160 vendre"
3980249,"louer-un-catamaran.fr,1721036976,k|Nom de domaine louer un catamaran \195\131\194\160 vendre"
3980250,"louer-un-catamaran.fr,1721036976,t|Nom de domaine louer un catamaran \195\131\194\160 vendre"
3981837,"loveair.photos,1721226105,v=spf1 include:_spf.sui-inter.net +mx +a -all\009"
3985631,"loyaalgroep.nl,1721166920,v=spf1 include:emailsrvr.com ~all\009"
3992345,"lsvps1.lsdesigns.co.zw,1721356660,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDMSm1pVnoznmZkGRdY4p9CphNN\010YCKGi7QxDQk/E2Os/wWS7KBVt27VguDPhZ8PxqPGBEsuYL6PSBiyhyMDrfLlsFZU\010GodJl52M//6o89F2W66IRdPEPxVdphSIqDjG26lq1yqvuH0YVMG7HEAa1U0lU7/P\010Qk7BE4XdBk93pDdFcQIDAQAB;"
3998816,"ludoboutique.fr,1721139725,v=spf1 ip4:109.234.162.216 +a +mx +include:spf.jabatus.fr\010include:servers.etarget-emailing.com ~all"
4000190,"lujingtaiyangchengzenmeyang.xindongneng.com,1721497299,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
4001226,"lumachedellabrianza.it,1721139771,v = spf1 include: server.mcsv.net? All\010Nota"
4001524,"lumendigitalmarketing.com,1721006562,google-site-verification=GUa9fhqK1S3c-yTshPElLHsgIZITK5SIAz6nD6P_XUE\009"
4001525,"lumendigitalmarketing.com,1721006562,google-site-verification=dYjLTMo9Z78TZxK9-om9SD3IK8MhDgU4GGmwm7_vLsk\009"
4001527,"lumendigitalmarketing.com,1721006562,v=verifydomain MS=1067687\009"
4005248,"lustra-led.ro,1721139817,v=spf1 +a +mx +ip4:86.107.43.82 ~all+ip4:164.92.147.109 \010+ip4:64.225.81.96 \010+ip4:188.166.203.48 \010+ip4:174.138.2.140 \010+ip4:157.245.75.5 \010+ip4:164.92.155.198 \010+ip4:128.199.52.133 \010+ip4:167.71.77.208 \010+ip4:167.71.70.107"
4008442,"luxuryfla.online,1721053454,__URL_REDIRECT_URI:\009www.luxuryfla.online"
4016302,"lyonscg.com,1721106276,3600\009MS=6A1B6275A622813B07DA178F76D355FBB9C58424"
4016303,"lyonscg.com,1721106276,3600\009MS=ms14252459"
4016304,"lyonscg.com,1721106276,3600\009MS=ms49232405"
4016305,"lyonscg.com,1721106276,3600\009v=spf1\009include:mktomail.com\009include:_spf.google.com\009include:_spf.salesforce.com\009ip4:168.143.86.245\009ip4:50.31.21.141\009~all"
4016306,"lyonscg.com,1721106276,7200\009google-site-verification=uc3Hf0QY4ShR6ZMRaL_MxChFt1DEUgZjYaRe30fktro"
4016468,"lyra.com.cn,1721106277,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
4016498,"lyras-ins.gr,1721229364,google-site-verification=cB8I8myCkZOvFFj7ztm85f86DYRnA7BDKDOhNwG4MH8\009"
4016500,"lyras-ins.gr,1721229364,zoho-verification=zb51304115.zmverify.zoho.eu\009"
4016929,"lytrends.com,1721103699,v=spf1 include:zohomail.eu ~all\009"
4042133,"ma4.nl,1721085351,v=spf1 mx a include:spf.server.eu include:_spf.google.com\160~all"
4042247,"maa-asennus.fi,1721192989,TXT\010v=spf1 +a +mx +ip4:31.217.196.118 +ip4:31.217.196.119 ~all"
4043424,"mabworks.cn,1721017221,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
4045055,"machine303.ayrade.net,1721383483,v=spf1 +mx +a +ip4:145.239.166.165 +ip4:\009\01054.37.81.228+include:spf.ayrade.net ~all"
4046906,"mactconsultltd.com,1721002557,v=spf1 +mx +a +ip4:\009\010131.153.147.34 +include:relay.mailchannels.net +include:spf.google.com ~all"
4047241,"mada.it,1721069862,MS=4209DB8BDFA830F45E9E22281F7029DB4F415B1C\009"
4047376,"madalinmoga.ro,1721140669,226\128\156v=spf1amx+a:mxall.tlh.ro~all\226\128\157"
4047999,"maddyramsingh.nl,1721140678,v=spf1 +a +mx +ip4:45.82.188.172 include:spf.maddyramsingh.nl \194\160include:_spf.google.com include:mandrillapp.com -all"
4052333,"magdalenafranczuk.com,1721034042,k|magdalena franczuk photography portfolio film filmmaking video videoart acting actors director collage artist art polish art polish culture sztuka wsp\195\179\197\130czesna fotografka re\197\188yserka costume drama"
4053194,"magento.doubletakeproductions.com,1721047647,MS=ms10086305\010"
4053195,"magento.doubletakeproductions.com,1721047647,v=spf1 include:spf.protection.outlook.com -all\010"
4059718,"mahjobs.com,1721401485,v=spf1 a mx ip4:103.191.209.66\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
4061033,"mail-cangurunews.com.br,1721140855,google-site-verification=FpJUjiumzo273kxRvXX22rscUw8iZ3JCPaEzI5Id-hY\010google-site-verification=FpJUjiumzo273kxRvXX22rscUw8iZ3JCPaEzI5Id-hY"
4071270,"mail.buildyourownwebsitetoday.com,1721288345,v=spf1 +a +mx ip4:103.127.163.161 include:_spf.emailservices.net.au ~all\010include:_spf.google.com ~all"
4072782,"mail.clei.ie,1721028134,v=spf1 ip4:185.53.59.71 +a +mx +ip4:185.53.59.68\010 ~all"
4073140,"mail.cocococo.com,1721595965,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
4077413,"mail.dustinmhawkins.com,1721449002,google-site-verification=m4RBqSYjuDui9U59vmTA8m65MuRTpEdi9mo9l7NiTuY\010"
4081269,"mail.forging.cn,1721283705,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
4081816,"mail.frontsursas.com,1721145104,v=spf1 include:_spf.colhost.com include:md02.com\194\160~all"
4082521,"mail.gba.kz,1721067965,v=spfl\009ip4:5.251.211.165 a mx ~all"
4084092,"mail.grupomagister.com.br,1721145554,v=spf1 a mx include:\010websitewelcome.com\010 ~all"
4084917,"mail.hermosamedicalcenter.com,1721446565,google-site-verification=zwBYZ7LpcvXNPM7vDC3PS0cWo3tsjj6B24z_2UiKFu8\010v=spf1 include:_spf.google.com ~all"
4085426,"mail.hoteltrecolonne.it,1721319668,v=spf1 include:_spf.google.com\194\160ip4:46.28.0.67 +mx +a ~all"
4087331,"mail.jointheivyleague.com,1721068632,v=spf1 ip4:199.204.250.20 ip4:66.84.29.29 ip4:199.204.248.107 +a +mx\010+include:relay.mailchannels.net -all"
4092570,"mail.marcant.com.br,1721148265,226\128\157v=DMARC1; p=none; rua=mailto:marcos@marcant.com.br\226\128\157"
4094714,"mail.morsecode.tech,1721495209,226\128\157v=spf1 include:_spf.google.com ~all\226\128\157"
4097936,"mail.novotelsuites-yogyakarta-malioboro.com,1721149346,v=spf1 +ip4:103.217.210.34 +ip4:49.128.177.11 +a +mx +include:mailgw.dimensicloud.net +include:_spf.google.com\194\160~all"
4099909,"mail.panaltek.com,1721149661,ns1.vercel-dns.com\010ns2.vercel-dns.com"
4101293,"mail.planetalatinas.cl,1721149923,226\128\156v=spf1 mx a ptr ip4:190.107.177.80/23 a:cdmon.com include:srv.cat ~all\226\128\157"
4101821,"mail.pr0b3.com,1721150034,v=DKIM1; h=sha256; k=rsa; \010p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDwD8HQwIxBbPrETv3xGkssevfuM0hVSZNDuJiXLvRCpWUfNdzNcEJLF8kuyXw4wM6ijzud0YSXuxGKtZ+AkeUtrx5XjOIu4jj02E3rbMqbvUW6AEMKtkbbkxAehjwtVGHtYiAP+b4/6r1SGbB9js43rCue3SfsYoHoigYJln88XwIDAQAB"
4103974,"mail.referandearn.au,1721150395,v=spf1 +mx +a ip4:\009\010203.209.197.219 +include:_spf.server-cpanel.com +include:relay.mailchannels.net ~all"
4104658,"mail.rkepk.edu.ua,1721397070,F7AC2C9C3F13E61E6A93E5598776F3AF610406F3098007D7D84721830AE30A79\010ssl.com\01020231009"
4107032,"mail.schmidt-dachdeckermeister.de,1721330442,v=spf1 include:spf.protection.outlook.com -all\009"
4107439,"mail.sembedded.in,1721071048,v=spf1 +a +mx +ip4:208.91.198.170\010include:webhostbox.net\010-all"
4109210,"mail.sosmedecins-toulon.fr,1721400770,Sos M\233decins Toulon Hy\232res"
4111189,"mail.swissplastics.ch,1721600613,v=spf1 include:spf.cs2.ch mx include:spf.protection.outlook.com \226\128\147all"
4111854,"mail.techdev.co.zw,1721329075,v=spf1 +a +mx +ip4:173.249.16.129 \160~all"
4111945,"mail.tecnica2tandil.edu.ar,1721307949,v=spf1\009include:_spf.google.com\009-all"
4113008,"mail.thetraveltent.com,1721071571,spf1 include:secureserver.net \226\128\147all"
4114351,"mail.transportesduran.com.sv,1721235935,v=spf1 a ip4:69.46.21.170 ip4:199.167.150.50 include:_spf.google.com\226\128\139 \226\128\139~all"
4117282,"mail.vendasplamed.com,1721152462,v=spf1 +a +mx +ip4:148.113.187.9 include:relay.mailbaby.net ~all\009"
4119288,"mail.wayship.com.br,1721152678,v=spf1 ip4:31.170.161.231 a mx include:relay.mailchannels.net \010\010include:_spf.criaenvio.com ~all"
4119605,"mail.webxelng.com,1721088519,MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCk0wgD/c+wKOo5lFAl8Rmdjvsl\010GOrROeqZGGtsVbnGCAoIu8V5zHJRfbGHBWwX20cDlg/4HiQEt/tIErmdPPNqNQkS\010L3gs9ygI/AG+dRgipQ8zDBHA9ni5g+iGVYBlTftEUHLMvp74eqO1u3KhTS/lOdv0\010qQUxgnG1YC4oskQs/wIDAQAB"
4122224,"mail.zelcopainting.ca,1721585731,v=spf1 ip4:\00937.140.222.121 include:mailgun.org -all"
4123617,"mail1.textakademie.eu,1721232336,v=spf1 ip4:81.169.242.118 a:tipp-zum-bau.de a:weiterbildung-f\195\182rderung.de a:textakademie.de a:textakademie.eu include:_spf.google.com -all"
4124829,"mail2.bietigheimer-wohnbau.de,1721418762,v=spf1 a a:spf.mas.t-systems-service.com ip4:37.200.99.234 include:_spf.onoffice.de include:ispgateway.de include:_spf.aareon.com include:spf.protection.outlook.com ~all\010"
4125130,"mail2.kemenkeu.go.id,1721466173,v=spf1 a mx ip4:202.137.230.70 ip4:202.137.230.250 \150\0108gall"
4125131,"mail2.kemenkeu.go.id,1721466173,v=spf1 a mx ip4:202.137.230.70 ip4:202.137.230.250 ip4:103.93.189.19 \239\191\189\0108gall"
4125386,"mail2.promobiz.com,1721599102,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
4126141,"mail3.kemenkeu.go.id,1721419044,v=spf1 a mx ip4:202.137.230.70 ip4:202.137.230.250 ip4:103.93.189.19 \226\128\147all"
4131510,"mailproxy12.teamon.com,1721401696,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
4131514,"mailproxy13.teamon.com,1721573129,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
4136009,"maisonsimone.com,1721123496,""t|maison simone : meubles et objets de d\195\131\194\169coration tendances et design, style vintage, industriel"""
4136042,"maisonteston.be,1721154997,d|Restaurant Teston Woluw\195\131\194\169-Saint-Lambert 1200"
4136043,"maisonteston.be,1721154997,k|Restaurant Teston Woluw\195\131\194\169-Saint-Lambert 1200"
4138957,"makemymarketing.co.in,1721153900,v=spf1 a mx ip4:103.191.209.67\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
4147738,"mandadlosmolinos.es,1721157991,sede.mandadlosmolinos.es \226\128\147 305519697"
4150003,"manhtrucdangvan.com,1721472530,__URL_REDIRECT_URI:https://www.manhtrucdangvan.com\009"
